academic_term,academic_year,faculty,faculty_abbrev,subject,subject_abbrev,title
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Exploring Culture: Narrative, Media, Film
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Existence, Freedom and Meaning: The Idea of Human in European Thought
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Sikhs and Sikhi(sm): Texts, Contexts, and Living Traditions
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Buddhism and Asian Cultures
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Introduction to World Religions
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,The Jewish Experience, Civilization and Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Dangerous Visions, Brave New Worlds: The Science Fiction Culture and Our Scientific Age
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Science and the Humanities: Nature and Human Nature
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Concepts of Male and Female in the West
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Canadian Writers in Person
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Roman Literature and Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Technology, Change and the Future
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,The Caribbean and Canada: Culture, Identity and Diaspora
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Persian Literature and Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Iranian Cinema: Aesthetics and Culture
Fall/Winter,2023-2024,GL,College universitaire Glendon,HUMA,Humanities,Intermediate Latin
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Directed Reading
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Comedy
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Digital Culture in the Humanities
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Griots to Emcees: Examining Culture, Performance and Spoken Word
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Doing Culture: Narratives of Cultural Production
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,The Scene of the Crime - Criminality and Modern Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Black Canadian Film
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Black Literatures and Cultures in Canada
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Origins of Christianity I:  Paul and The First Generation (up to 65 CE)
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Feminist Approaches to Religion: Challenging Dominant Traditions
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Métis Issues in North America
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,The Oral Tradition in Caribbean Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Fantasy in the Modern World
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Representations of Children's Alterity
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Contemporary Childhoods: Theories, Policies and Stereotypes
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Sikh History and Thought: Development and Interpretation
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Theories in the Study of Religion
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Outsiders Inside Religion
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,The Arts and the Law of Copyright
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Science and Religion in Modern Western Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Germany and the Global Imaginary
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Research with Children and Young People: Methods
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Directed Reading
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Caligula, Claudius and Nero: Roman Emperors Between Myth and History
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Children, Youth, and Digital Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Fantasy and Children's Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Pandemic Narratives and the Law
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Modern Moods: Nostalgia and Melancholy
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Doing Culture: Narratives of Cultural Production
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Nature in Narrative
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Aspects of Modern Latin American and Caribbean Studies: Culture and Politics
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Black Canadian Studies Practicum
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Black Toronto Sounds
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Black Athletes and Sporting Resistance
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Nazi Art Crime: Theft, Recovery, and Restitution
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,The Qur'an and its Interpreters
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,Women in Islamic Literatures
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,HUMA,Humanities,The Child and the Book: Honours Research Project
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Directed Reading
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Core Practices and Methodologies in Humanities Research
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Directed Reading
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Black Women's Writing in the African Diaspora
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Comparative and World Literature Seminar: History and Practice
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Visual & Verbal Portraiture in Nonlinear Life Writing
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Future Cinema
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Essays in the Philosophy of Freedom
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,History of Things: Objects, Representation, and Display
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,HUMA,Humanities,Advanced Practices and Methodologies in Humanities Research
Fall/Winter,2023-2024,SB,Schulich School of Business,IBUS,International Business,Managing International Business Activities
Fall/Winter,2023-2024,SB,Schulich School of Business,IBUS,International Business,Integrative International Business Seminar
Fall/Winter,2023-2024,SB,Schulich School of Business,IBUS,International Business,Guided Study: Selected Problems in International Business
Fall/Winter,2023-2024,HH,Faculty of Health,IHST,Interdiscuplinary Health Studies,Multidisciplinary C4 Experience in Health
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Introduction to Indigenous Studies
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Indigenous Spirituality in the Contemporary World
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Introduction to Anishinaabemowin (Ojibwe) Language and Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Global Indigenous Histories
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Métis Issues in North America
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Directed Reading Course
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Advanced Topics in Indigenous Politics
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Research Seminar in Human Rights and Equity Studies
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDG,Indigenous Studies,Directed Reading
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,INDV,Individual Studies,Individualized Studies Thesis
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,INST,Interdisciplinary Study,Theory/Practice
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,INST,Interdisciplinary Study,Directed Readings
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,INST,Interdisciplinary Study,Directed Readings
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,INST,Interdisciplinary Study,Practicum
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,INTE,Conference Interpreting,Conference Interpreting II: English--Arabic
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,INTE,Conference Interpreting,Healthcare Interpreting II: English -- Arabic
Fall/Winter,2023-2024,SB,Schulich School of Business,INTL,International,International Economics
Fall/Winter,2023-2024,SB,Schulich School of Business,INTL,International,Strategic Management for International Business
Fall/Winter,2023-2024,SB,Schulich School of Business,INTL,International,INTL Guided Study
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,IT,Italian,Italian Culture:  The Great Ideas and the Masterworks
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,IT,Italian,Migration, Immigration and Beyond:  Italians in North America
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,IT,Italian,Gateways to Italian Literature
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,IT,Italian,Food in Italian Culture: From Regional Traditions to Global Impact
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Introduction to Information Technologies
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Introduction to Computer Programming
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,System Administration
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Object-Oriented Programming
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Introduction to Data Structures
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Web Technologies
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Introduction to Data Analytics
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Using and Designing Database Systems
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Information Technology Risk Management
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Project and Program Management in Information Technology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Internship Term
Fall/Winter,2023-2024,ED,Faculty of Education,ITEC,Information Technology,Teaching Computer Studies in the Intermediate-Senior Divisions - A
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Systems Analysis and Design II
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Business Process Management Systems
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Requirements Management
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Information Systems Strategy, Management and Innovation
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Modern Approaches to Data Management: Database Management Systems
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ITEC,Information Technology,Applied Network Security and Digital Forensics
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ITEC,Information Technology,Business Analytics in Information Systems
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ITEC,Information Technology,Machine Learning and its Applications
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ITEC,Information Technology,Designing and Building E-Business Applications
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JC,Jamaican Creole,Introduction to Jamaican Creole
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JP,Japanese,Intermediate Modern Standard Japanese
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JP,Japanese,Contemporary Japanese Culture and Society
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JP,Japanese,Japanese Linguistics I: The Structure of Modern Japanese Language
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JP,Japanese,Japanese Popular Culture: beyond manga and anime
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JWST,Jewish Studies,The Bible and Modern Contexts
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JWST,Jewish Studies,Intermediate Modern Hebrew
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JWST,Jewish Studies,Ancient Israel: From Its Origins in the Settlement to the Babylonian Exile
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JWST,Jewish Studies,Origins of Christianity II: Gospel Portraits of Jesus & Writings of the Second Generation (65-135 CE)
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JWST,Jewish Studies,Contemporary Jewish Life in North America
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JWST,Jewish Studies,Directed Reading
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,JWST,Jewish Studies,Church, Mosque and Synagogue: Jews, Muslims and Christians in Medieval Spain
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Master's Practica
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Master's Practica
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Multivariate Analysis and Design
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Current Issues in Health Psychology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Fundamentals of Neuroscience II: Circuits, Systems and Behaviour
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Graduate Seminar
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Computer Programming for Experimental Psychology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Stem Cells and Tissue Regeneration
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Aging, Body Composition and Chronic Disease: Lifestyle Therapeutic Interventions
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Advanced Topics in Sport and Exercise Psychology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Graduate Diploma in Health Psychology - Seminar 2
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Autonomic Function in Health and Disease
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,KAHS,Kinseiology & Health Science,Ph.D. Graduate Seminar, Part II
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Fitness and Health
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Applied Human Anatomy and Physiology for Health Professionals II
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Human Anatomy
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Research Methods in Kinesiology
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Introduction to Sport Administration
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Introduction to Sport Related Injuries
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Athletic Therapy Field Seminar and Skills
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Athletic Therapy Extremities Seminar and Skills
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Human Physiology II
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Biomechanics of Human Movement
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Analysis of Data in Kinesiology II
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Adapted Physical Activity
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Physical Activity, Health and Aging
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Fitness Consulting and Personal Fitness Training
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Regional Human Anatomy I
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Athletic Therapy Head, Trunk & Spine Inquiry-Based Tutorial
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Athletic Therapy Upper & Lower Quadrant Inquiry-Based Tutorial
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Athletic Injuries - Extremities
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Functional Neuroanatomy
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Immune System in Health and Disease
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Human Nutrition
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Independent Studies in Kinesiology and Health Science
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Honours Thesis
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Nutritional Aids in Sport and Exercise
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Nutrition and Human Diseases
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Public Health Nutrition and Food Policy
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Neuronal development for activity and health
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,International Development and Sport
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Sport, "Race" and Popular Culture in Canada
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Body as Weapon: Martial Arts/Combat Training
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Obesity: Assessment, Treatment and Implications
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Business Skills for Sport and Fitness Professionals
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Living and performing at high altitude: The physiology of human adaptation to altitude hypoxia
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Sex Differences in Exercise Physiology
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Advanced Human Physiology: The Respiratory System in Health and Disease
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Autonomic Function in Health and Disease
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Movement Analysis Laboratory
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Muscle and Joint Biomechanics
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Clinical Biomechanics
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Doctors, Trainers and Drugs: The Socio-Cultural Study of Sports and Medicine
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Neurophysiology of Movement in Health and Disease
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Mitochondria in Health and Disease
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Sport Psychology Seminar
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Meta-analysis and Systematic Reviews: Methodology and Interpretation
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Athletic Therapy Integrative Seminar & Skills
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Counselling Skills for Kinesiology and Health Science
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Delivering Exercise to the Aging: Knowledge to Action
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Advanced Social and Psychological Contributors to Exercise Behaviour
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Experiential Education in Chronic Disease Management
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Psychology of Sport Injury and Rehabilitation
Fall/Winter,2023-2024,HH,Faculty of Health,KINE,Kinesiology & Health Science,Exercise Therapy for Chronic Diseases: Cardiovascular Diseases
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,KOR,Korean,Intermediate Modern Standard Korean
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,KOR,Korean,Contemporary Korea: Identity, Society, and Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,KOR,Korean,Understanding Korea through Korean Films
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,KOR,Korean,A Taste of Korea: Korean Foodways and Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,KOR,Korean,Power of Image: Visual Culture of North and South Korea
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,LA,Latin,Intermediate Latin
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,LA,Latin,Roman Historians
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,LA,Latin,Roman Historians
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,LA,Latin,Guided Readings in Roman Authors
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,LAL,Linguistics and Applied Linguistics,Advanced Syntax
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,LAL,Linguistics and Applied Linguistics,Pidgins and Creoles
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,LAL,Linguistics and Applied Linguistics,Grammatical Analysis
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,LAL,Linguistics and Applied Linguistics,The Language Teacher
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,LAL,Linguistics and Applied Linguistics,Multilingualism in theory and practice
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,LAL,Linguistics and Applied Linguistics,Technology-Mediated Language Teaching & Learning
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,LAL,Linguistics and Applied Linguistics,Discourse Analysis and Pragmatics
