academic_term,academic_year,faculty,faculty_abbrev,subject,subject_abbrev,title
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Money Behaviours and Client Communication
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Accounting Theory and Contemporary Issues
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Internal Audit
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Financial Statement Analysis
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Sustainable Investing
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Applied Corporate Finance
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Auditing and Other Assurance Services
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Auditing: Advanced Topics
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Corporate Taxation in Canada
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Comprehensive and Multi-subject Accounting Problems
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Disaster and Logistics
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Managing Risks to Critical Infrastructure
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Terrorism: The New Threat
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Management Policy Part I
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ADMS,Administrative Studies,Innovation Management
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Making Sense of a Changing World: Anthropology Today
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,What does it mean to be human? Introduction to Sociocultural Anthropology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Global Capitalism, Culture, and Conflict
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Introduction to Archaeology and Prehistory: Humanity's Journeys'
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Advocate and Educate for Change: Applying Anthropology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Intercultural Training Skills
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,The Anthropology of Digital Media and Visual Representation
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Archaeology and Society: Local Pasts in a Global Present
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Food, Eating, and Nutrition in Cross-cultural Perspective
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Greed, Globalization and the Gift: The Culture of Capitalism
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,The Anthropology of Ritual & Religion
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Race, Ethnicity and Nationalism: Us and Them
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,The Oral Tradition in Caribbean Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Directed Reading
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Development of Theory in Social Anthropology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Special Topics in Anthropology
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Nature, Culture, Power: The Anthropology of Environment
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,Advocacy and Social Movements
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ANTH,Anthropology,The Brain, Self and Society
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ANTH,Anthropology,Critical Political Ecologies
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ANTH,Anthropology,Classic and Contemporary Theory in Social Anthropology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ANTH,Anthropology,Discourses of Race and Racist Discourse
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ANTH,Anthropology,Technoscientific Cultures: Foundations in Anthropology of Science and Technology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ANTH,Anthropology,Themes in Visual Anthropology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ANTH,Anthropology,The Making of Asian Studies: Critical Perspectives
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ANTH,Anthropology,Advanced Methods In Anthropology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ANTH,Anthropology,Independent Directed Reading
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ARB,Arabic,Introduction to Modern Standard Arabic for Advanced Beginners
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ARB,Arabic,Introduction to Arab Culture
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,Critical Issues in Contemporary Art
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,Art in the City
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,Renaissance Art and Architecture
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,South Asian Art and the Global
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,Cabinets of Curiosities
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,Art Crimes
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,New Media Art: From Duchamp to the Postdigital
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,Independent Studies: Art History
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,Public Art and Community
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,ARTH,Art History,Art, History and the Archive
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ARTH,Art History,Methods:  Historiography and Contemporary Methodologies
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ARTH,Art History,Theoretical Issues in Contemporary Art
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ARTH,Art History,Curatorial Practice
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ARTH,Art History,Placement
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ARTH,Art History,Individualized Reading
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,ARTH,Art History,Research and Professional Practices Seminar
Fall/Winter,2023-2024,SB,Schulich School of Business,ARTM,Arts and Media,Cultural Policy
Fall/Winter,2023-2024,SB,Schulich School of Business,ARTM,Arts and Media,Individual Study: Selected Problems in Arts and Cultural Management
Fall/Winter,2023-2024,SB,Schulich School of Business,ARTM,Arts and Media,Individual Study: Selected Problems in Arts and Cultural Management
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,ASL,American Sign Language,American Sign Language, Level II
Fall/Winter,2023-2024,ED,Faculty of Education,AUCO,Aural Communications,Classroom Amplification for Deaf/Hard of Hearing Learners
Fall/Winter,2023-2024,SC,Faculty of Science,BC,Bethune College,First-Year Success Seminar.
Fall/Winter,2023-2024,SC,Faculty of Science,BCHM,Biochmistry,Biochemistry
Fall/Winter,2023-2024,SC,Faculty of Science,BCHM,Biochmistry,Advanced Biochemistry
Fall/Winter,2023-2024,SC,Faculty of Science,BCHM,Biochmistry,Molecular Biology I: Nucleic Acid Metabolism
Fall/Winter,2023-2024,SC,Faculty of Science,BCHM,Biochmistry,Advanced Biochemistry and Molecular Genetics Laboratory
Fall/Winter,2023-2024,SC,Faculty of Science,BCHM,Biochmistry,Bioanalytical Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Biology I - Cells, Molecular Biology and Genetics
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Introduction to Biology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Research Practicum
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Biochemistry
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Animals
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Ecology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Research Methods in Cell and Molecular Biology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Current Topics in Biophysics
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Research Practicum
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Introduction to Medical Microbiology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Physiology of the Invertebrates
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Animal Physiology I
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Introduction to Drug Discovery and Development
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Immunobiology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Advanced Biochemistry and Molecular Genetics Laboratory
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Virology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Community Ecology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Comparative Chordate Anatomy
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Biogeography
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Research Practicum
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Biology Internship Work Term
Fall/Winter,2023-2024,ED,Faculty of Education,BIOL,Biology,Teaching Biology in the Intermediate-Senior Divisions - A
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Honours Thesis
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,The Scientific Method: Applications and Controversies
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Genomics
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Bioanalytical Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Applied Plant Ecology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Current Topics and Methods in Cell Biology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,The Human Microbiome
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Selected Readings in Biology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Birds and the Environment
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Biology in Environmental Management
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Fungi: Threads of Life
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Biotechnology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Physiology of Circadian Timing
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Fish Biology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Neurobiology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Population Genetics
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Cellular and Molecular Basis of Muscle Physiology
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Research Practicum
Fall/Winter,2023-2024,SC,Faculty of Science,BIOL,Biology,Integrative Environmental Physiology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Topics in Molecular Biology I: Gene Expressions
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Current Topics in Molecular and Cellular Biology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Critical Skills in Ecology and Evolution
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Critical Skills in Animal Physiology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Computer Programming for Experimental Psychology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Fundamentals of Neuroscience II: Circuits, Systems and Behaviour
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Stem Cells and Tissue Regeneration
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,M.Sc. Research Evaluation
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Ph.D. Research Evaluation
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,BIOL,Biology,Ph.D. Research Evaluation
Fall/Winter,2023-2024,SC,Faculty of Science,BPHS,Biophysics,Current Topics in Biophysics
Fall/Winter,2023-2024,SC,Faculty of Science,BPHS,Biophysics,Cellular Electrodynamics
Fall/Winter,2023-2024,ED,Faculty of Education,BUSI,Business Studies,Teaching Business Studies in the Intermediate-Senior Divisions - A
Fall/Winter,2023-2024,SC,Faculty of Science,CAPS,Capstone Course,C4 Capstone Project
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CCLW,Canadian Common Law,Canadian Public and Constitutional Law
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Introduction to Children, Childhood & Youth Studies
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Global Cultures of Children and Young People
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Representations of Children's Alterity
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Contemporary Childhoods: Theories, Policies and Stereotypes
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Research with Children and Young People: Methods
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Children, Youth, and Digital Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,Fantasy and Children's Culture
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CCY,Children, Childhood and Youth,The Child and the Book: Honours Research Project
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Directed Reading in Critical Disability Studies
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Experience, Identity and Social Theory
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Intersectionality, Disability, and Health
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Methodology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CDIS,Critical Disability,MA Major Research Paper
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CDIS,Critical Disability,Critical Interpretations of Disability History
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Elementary Modern Standard Chinese
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Introduction to Chinese Literature
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Lu Xun: Representative Works
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Women Writers in Modern and Contemporary China
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Contemporary Chinese Culture Through Literary Texts and Film (in translation)
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Chinese-American Diasporic Literature
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Christianity, Christian Culture and Modern Chinese Culture and Literature
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Advanced Chinese for Business
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CH,Chinese,Humor and Satire in Modern and Contemporary Chinese Literature
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Chemical Structure
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Chemistry and Materials Science for Engineers
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Problem Solving in Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Introductory Organic Chemistry I
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Basic Inorganic Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Analytical Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Experimental Chemistry I
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Physical Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Intermediate Organic Chemistry I
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Transition Metal Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Advanced Biochemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Introductory Atmospheric Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Industrial and Green Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Instrumental Methods of Chemical Analysis
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Chemistry Internship Work Term
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Research Project
Fall/Winter,2023-2024,ED,Faculty of Education,CHEM,Chemistry,Teaching Chemistry in the Intermediate-Senior Divisions - B
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Physical Organic Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Bioanalytical Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Advanced Analytical Separation Methods
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Biomaterials Chemistry
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Research Experience Term
Fall/Winter,2023-2024,SC,Faculty of Science,CHEM,Chemistry,Selected Topics in Chemistry
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CHEM,Chemistry,Mechanisms in Organic Chemistry
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CHEM,Chemistry,Chemical Biology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CHEM,Chemistry,MSc Review Essay
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CHEM,Chemistry,Fundamentals and Applications of Mass Spectrometry
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CHEM,Chemistry,Selected Topics in Inorganic Chemistry
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering Materials
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Geological Processes
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Mechanics of Materials
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Soil Mechanics
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Structural Analysis
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Transportation Engineering
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Hydrology
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Sanitary and Environmental Engineering
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering Capstone Design Project
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Reinforced Concrete Design
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Geotechnical Modelling
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Water Resources Engineering
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Traffic Simulation Modelling
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Landfill Design
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Advanced Sanitary and Environmental Engineering
Fall/Winter,2023-2024,LE,Lassonde School of Engineering,CIVL,Civil Engineering,Civil Engineering for a Sustainable Future
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Doctor of Philosophy (PhD) in Civil Engineering Thesis
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Directed Reading in Environmental Engineering
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Emerging Contaminants in the Environment: Challenges and Fate
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Directed Reading in Geotechnical Engineering
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Directed Reading in Geoenvironmental Engineering
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Contaminant Hydrogeology
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Directed Reading in Structural Engineering
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Structural Dynamics and Earthquake Engineering
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Human Behaviour in Fires
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Intelligent Transportation Systems
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Directed Reading in Water Resources Engineering
Fall/Winter,2023-2024,GS,Faculty of Graduate Studies,CIVL,Civil Engineering,Computational Methods in Hydrodynamics
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Myth and Imagination in Ancient Greece and Rome
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Ancient Greece and Rome
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Classical Greek and Roman Archaeology: An Introduction
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Sport and Society in Ancient Greece
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Spectacle and Society in Ancient Rome
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Origins of Christianity II: Gospel Portraits of Jesus & Writings of the Second Generation (65-135 CE)
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLST,Classical Studies,Alexander the Great: Myth and Reality
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Canadian Writers in Person
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Music in Human Experience
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Digital Culture in the Humanities
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Griots to Emcees: Examining Culture, Performance and Spoken Word
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,The Arts and the Law of Copyright
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Independent Studies in Culture & Expression
Fall/Winter,2023-2024,AP,Faculty of Liberal Arts and Professional Studies,CLTR,Culture,Literary, Musical, and Visual Cultures: Modernism Across the Arts
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to Filmmaking I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Media Practice I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Writing for Games & Interactive Media I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to Film (for Non-Majors)
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Hollywood: Old and New
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Cinema and the City
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Photography: Post Production for Screen & Web
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Screenwriting Fundamentals (Production)
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Writing for Games & Interactive Media II
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Early Cinema to the Coming of Sound: 1895 - 1930
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Film and Television as Mass Culture, 1920s-1960s
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Introduction to 3D Modelling
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Digital Culture: History, Theory, Practice
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Documentary Project Workshop I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Time-Based Art: Video in the Expanded Field
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,The Interactive Documentary
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Transmedia Storytelling
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Screenwriting for Production
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Sound Techniques I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Production Planning & Management I
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,New Waves: 1960s - 1980s
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Contemporary Directions in Cinema and Media Studies: 1980s - present
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Cinemas in Canada
Fall/Winter,2023-2024,FA,School of the Arts. Media. Performance and Design,CMA,Cinema & Media Arts,Family Fictions: Narrating the Family in German Cinema
