"AP","Faculty of Liberal Arts and Professional Studies"
"ED","Faculty of Education"
"ES","Faculty of Environmental Studies"
"EU","Faculty of Environment and Urban Change"
"FA","School of the Arts. Media. Performance and Design"
"GL","College universitaire Glendon"
"GS","Faculty of Graduate Studies"
"HH","Faculty of Health"
"LE","Lassonde School of Engineering"
"LW","Osgoode Hall Law School"
"SB","Schulich School of Business"
"SC","Faculty of Science"
